"No.","Time","Source","Destination","Protocol","Length","Info"
"386","4.614217036","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"387","4.551762884","2405:201:1f:8bb:7481:ef58:dd6:3a02","2404:6800:4009:808::200e","ICMPv6","118","Echo (ping) request id=0x0001, seq=106, hop limit=64 (reply in 390)"
"388","4.635492696","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","575","Application Data"
"389","4.635521131","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43568  >  443 [ACK] Seq=658 Ack=4976 Win=501 Len=0 TSval=615749532 TSecr=303062015"
"390","4.559589679","2404:6800:4009:808::200e","2405:201:1f:8bb:7481:ef58:dd6:3a02","ICMPv6","118","Echo (ping) reply id=0x0001, seq=106, hop limit=119 (request in 387)"
"391","4.676053811","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"392","4.614217036","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"393","4.701620353","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"394","4.635492696","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","573","[TCP Spurious Retransmission] , Application Data"
"395","4.635521131","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","[TCP Dup ACK 389#1] 43568  >  443 [ACK] Seq=658 Ack=4976 Win=501 Len=0 TSval=615749532 TSecr=303062015"
"396","4.676053811","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"397","4.701620353","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"398","4.804416244","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"399","4.812841937","52.112.43.55","192.168.29.126","UDP","116","3480  >  43658 Len=74"
"400","4.852303699","192.168.29.126","185.184.8.30","TCP","66","59604  >  443 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2270365041 TSecr=2582751620"
"401","4.888303481","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"402","4.901829066","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"403","4.804416244","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"404","4.928760352","52.112.43.55","192.168.29.126","UDP","116","3480  >  43658 Len=74"
"405","4.812841937","52.112.43.55","192.168.29.126","UDP","118","3480  >  43658 Len=74"
"406","4.966811963","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","5606","Application Data, Application Data"
"407","4.852303699","192.168.29.126","185.184.8.30","TCP","68","[TCP Dup ACK 400#1] 59604  >  443 [ACK] Seq=1 Ack=1 Win=501 Len=0 TSval=2270365041 TSecr=2582751620"
"408","4.966838194","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43568  >  443 [ACK] Seq=658 Ack=10496 Win=474 Len=0 TSval=615749863 TSecr=303062346"
"409","4.888303481","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"410","4.968675852","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","2760","443  >  43568 [PSH, ACK] Seq=10496 Ack=658 Win=510 Len=2674 TSval=303062346 TSecr=615749532 [TCP segment of a reassembled PDU]"
"411","4.901829066","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"412","4.968675981","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","4480","Application Data, Application Data"
"413","4.968688432","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43568  >  443 [ACK] Seq=658 Ack=13170 Win=493 Len=0 TSval=615749865 TSecr=303062346"
"414","4.928760352","52.112.43.55","192.168.29.126","UDP","118","3480  >  43658 Len=74"
"415","4.968704582","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43568  >  443 [ACK] Seq=658 Ack=17564 Win=459 Len=0 TSval=615749865 TSecr=303062347"
"416","4.989862678","185.184.8.30","192.168.29.126","TCP","66","[TCP ACKed unseen segment] 443  >  59604 [ACK] Seq=1 Ack=2 Win=502 Len=0 TSval=2582798636 TSecr=2269490171"
"417","4.966811963","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","5608","[TCP Spurious Retransmission] , Application Data, Application Data"
"418","5.009452749","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"419","4.966838194","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43568  >  443 [ACK] Seq=658 Ack=10496 Win=474 Len=0 TSval=615749863 TSecr=303062346"
"420","4.968675852","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","2762","[TCP Retransmission] 443  >  43568 [PSH, ACK] Seq=10496 Ack=658 Win=510 Len=2674 TSval=303062346 TSecr=615749532"
"421","4.968675981","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","4482","[TCP Retransmission] 443  >  43568 [PSH, ACK] Seq=13170 Ack=658 Win=510 Len=4394 TSval=303062347 TSecr=615749532"
"422","4.968688432","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43568  >  443 [ACK] Seq=658 Ack=13170 Win=493 Len=0 TSval=615749865 TSecr=303062346"
"423","4.968704582","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43568  >  443 [ACK] Seq=658 Ack=17564 Win=459 Len=0 TSval=615749865 TSecr=303062347"
"424","4.989862678","185.184.8.30","192.168.29.126","TCP","68","[TCP Dup ACK 416#1] [TCP ACKed unseen segment] 443  >  59604 [ACK] Seq=1 Ack=2 Win=502 Len=0 TSval=2582798636 TSecr=2269490171"
"425","5.009452749","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"426","5.034617630","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"427","5.107370838","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"428","5.141423792","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"429","5.158905196","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"430","5.199114359","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"431","5.034617630","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"432","5.107370838","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"433","5.205195710","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"434","5.141423792","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"435","5.228689943","192.168.29.126","52.112.43.55","UDP","92","43658  >  3480 Len=50"
"436","5.158905196","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"437","5.233780763","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"438","5.199114359","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"439","5.205195710","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"440","5.228689943","192.168.29.126","52.112.43.55","UDP","94","43658  >  3480 Len=50"
"441","5.233780763","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"442","5.304186437","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"443","5.398315581","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"444","5.400117562","Arcadyan_74:2a:ff","Broadcast","ARP","42","Who has 192.168.29.3? Tell 192.168.29.1"
"445","5.401024450","Arcadyan_74:2a:ff","Broadcast","ARP","42","Who has 192.168.29.29? Tell 192.168.29.1"
"446","5.478117104","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","1599","Application Data"
"447","5.478135941","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43568  >  443 [ACK] Seq=658 Ack=19077 Win=493 Len=0 TSval=615750374 TSecr=303062857"
"448","5.480223072","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","4226","Application Data"
"449","5.480232922","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43568  >  443 [ACK] Seq=658 Ack=23217 Win=484 Len=0 TSval=615750376 TSecr=303062857"
"450","5.304186437","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"451","5.481421493","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","1466","443  >  43568 [PSH, ACK] Seq=23217 Ack=658 Win=510 Len=1380 TSval=303062857 TSecr=615749865 [TCP segment of a reassembled PDU]"
"452","5.398315581","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"453","5.481421606","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","5606","Application Data, Application Data"
"454","5.400117562","Arcadyan_74:2a:ff","","ARP","44","Who has 192.168.29.3? Tell 192.168.29.1"
"455","5.481431607","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43568  >  443 [ACK] Seq=658 Ack=24597 Win=501 Len=0 TSval=615750377 TSecr=303062857"
"456","5.401024450","Arcadyan_74:2a:ff","","ARP","44","Who has 192.168.29.29? Tell 192.168.29.1"
"457","5.481446025","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43568  >  443 [ACK] Seq=658 Ack=30117 Win=465 Len=0 TSval=615750377 TSecr=303062858"
"458","5.478117104","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","1601","[TCP Spurious Retransmission] , Application Data"
"459","5.478135941","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43568  >  443 [ACK] Seq=658 Ack=19077 Win=493 Len=0 TSval=615750374 TSecr=303062857"
"460","5.491531420","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","4049","Application Data, Application Data"
"461","5.480223072","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","4228","[TCP Retransmission] 443  >  43568 [ACK] Seq=19077 Ack=658 Win=510 Len=4140 TSval=303062857 TSecr=615749865"
"462","5.491549208","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43568  >  443 [ACK] Seq=658 Ack=34080 Win=484 Len=0 TSval=615750388 TSecr=303062859"
"463","5.480232922","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43568  >  443 [ACK] Seq=658 Ack=23217 Win=484 Len=0 TSval=615750376 TSecr=303062857"
"464","5.481421493","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","1468","[TCP Retransmission] 443  >  43568 [PSH, ACK] Seq=23217 Ack=658 Win=510 Len=1380 TSval=303062857 TSecr=615749865"
"465","5.491597853","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","2846","Application Data"
"466","5.481421606","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","5608","[TCP Retransmission] 443  >  43568 [PSH, ACK] Seq=24597 Ack=658 Win=510 Len=5520 TSval=303062858 TSecr=615749865"
"467","5.491603048","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43568  >  443 [ACK] Seq=658 Ack=36840 Win=465 Len=0 TSval=615750388 TSecr=303062860"
"468","5.481431607","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43568  >  443 [ACK] Seq=658 Ack=24597 Win=501 Len=0 TSval=615750377 TSecr=303062857"
"469","5.494119191","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","2846","Application Data [TCP segment of a reassembled PDU]"
"470","5.481446025","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43568  >  443 [ACK] Seq=658 Ack=30117 Win=465 Len=0 TSval=615750377 TSecr=303062858"
"471","5.491531420","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","4051","[TCP Retransmission] 443  >  43568 [PSH, ACK] Seq=30117 Ack=658 Win=510 Len=3963 TSval=303062859 TSecr=615749865"
"472","5.494119339","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","5606","Application Data [TCP segment of a reassembled PDU]"
"473","5.491549208","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43568  >  443 [ACK] Seq=658 Ack=34080 Win=484 Len=0 TSval=615750388 TSecr=303062859"
"474","5.491597853","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","2848","[TCP Retransmission] 443  >  43568 [ACK] Seq=34080 Ack=658 Win=510 Len=2760 TSval=303062860 TSecr=615749865"
"475","5.491603048","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43568  >  443 [ACK] Seq=658 Ack=36840 Win=465 Len=0 TSval=615750388 TSecr=303062860"
"476","5.494119191","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","2848","[TCP Retransmission] 443  >  43568 [PSH, ACK] Seq=36840 Ack=658 Win=510 Len=2760 TSval=303062860 TSecr=615749865"
"477","5.494119385","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","5606","Application Data, Application Data"
"478","5.494119339","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","5608","[TCP Retransmission] 443  >  43568 [PSH, ACK] Seq=39600 Ack=658 Win=510 Len=5520 TSval=303062861 TSecr=615749865"
"479","5.494135512","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43568  >  443 [ACK] Seq=658 Ack=39600 Win=493 Len=0 TSval=615750390 TSecr=303062860"
"480","5.494119385","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","5608","[TCP Retransmission] 443  >  43568 [PSH, ACK] Seq=45120 Ack=658 Win=510 Len=5520 TSval=303062862 TSecr=615749865"
"481","5.494135512","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","[TCP Dup ACK 479#1] 43568  >  443 [ACK] Seq=658 Ack=39600 Win=493 Len=0 TSval=615750390 TSecr=303062860"
"482","5.494150095","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43568  >  443 [ACK] Seq=658 Ack=45120 Win=456 Len=0 TSval=615750390 TSecr=303062861"
"483","5.494150095","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","[TCP Dup ACK 482#1] 43568  >  443 [ACK] Seq=658 Ack=45120 Win=456 Len=0 TSval=615750390 TSecr=303062861"
"484","5.494155989","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43568  >  443 [ACK] Seq=658 Ack=50640 Win=419 Len=0 TSval=615750390 TSecr=303062862"
"485","5.494155989","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","[TCP Dup ACK 484#1] 43568  >  443 [ACK] Seq=658 Ack=50640 Win=419 Len=0 TSval=615750390 TSecr=303062862"
"486","5.497369951","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","5606","Application Data, Application Data, Application Data"
"487","5.497369951","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","5608","[TCP Retransmission] 443  >  43568 [PSH, ACK] Seq=50640 Ack=658 Win=510 Len=5520 TSval=303062863 TSecr=615749865"
"488","5.497370089","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","5606","Application Data, Application Data"
"489","5.497370089","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","5608","[TCP Retransmission] 443  >  43568 [PSH, ACK] Seq=56160 Ack=658 Win=510 Len=5520 TSval=303062864 TSecr=615749865"
"490","5.497370124","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TLSv1.2","572","Application Data, Application Data"
"491","5.497370124","2a03:2880:f22f:c5:face:b00c:0:167","2405:201:1f:8bb:7481:ef58:dd6:3a02","TCP","574","[TCP Retransmission] 443  >  43568 [PSH, ACK] Seq=61680 Ack=658 Win=510 Len=486 TSval=303062864 TSecr=615749865"
"492","5.497391637","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","43568  >  443 [ACK] Seq=658 Ack=56160 Win=474 Len=0 TSval=615750393 TSecr=303062863"
"493","5.497391637","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","[TCP Dup ACK 492#1] 43568  >  443 [ACK] Seq=658 Ack=56160 Win=474 Len=0 TSval=615750393 TSecr=303062863"
"494","5.497412376","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43568  >  443 [ACK] Seq=658 Ack=61680 Win=437 Len=0 TSval=615750393 TSecr=303062864"
"495","5.497412376","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","[TCP Dup ACK 494#1] 43568  >  443 [ACK] Seq=658 Ack=61680 Win=437 Len=0 TSval=615750393 TSecr=303062864"
"496","5.497417026","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","88","43568  >  443 [ACK] Seq=658 Ack=62166 Win=434 Len=0 TSval=615750393 TSecr=303062864"
"497","5.497417026","2405:201:1f:8bb:7481:ef58:dd6:3a02","2a03:2880:f22f:c5:face:b00c:0:167","TCP","86","[TCP Dup ACK 496#1] 43568  >  443 [ACK] Seq=658 Ack=62166 Win=434 Len=0 TSval=615750393 TSecr=303062864"
"498","5.511434720","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"499","5.511434720","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"500","5.553956077","2405:201:1f:8bb:7481:ef58:dd6:3a02","2404:6800:4009:808::200e","ICMPv6","118","Echo (ping) request id=0x0001, seq=107, hop limit=64 (no response found!)"
"501","5.553956077","2405:201:1f:8bb:7481:ef58:dd6:3a02","2404:6800:4009:808::200e","ICMPv6","120","Echo (ping) request id=0x0001, seq=107, hop limit=64 (reply in 502)"
"502","5.561597391","2404:6800:4009:808::200e","2405:201:1f:8bb:7481:ef58:dd6:3a02","ICMPv6","120","Echo (ping) reply id=0x0001, seq=107, hop limit=119 (request in 501)"
"503","5.561597391","2404:6800:4009:808::200e","2405:201:1f:8bb:7481:ef58:dd6:3a02","ICMPv6","118","Echo (ping) reply id=0x0001, seq=107, hop limit=119"
"504","5.572015048","52.112.43.55","192.168.29.126","UDP","130","3480  >  43658 Len=86"
"505","5.572015048","52.112.43.55","192.168.29.126","UDP","128","3480  >  43658 Len=86"
"506","5.609352455","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"507","5.609352455","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"508","5.706767262","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"509","5.706767262","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"510","5.804300314","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"511","5.804300314","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"512","5.902454093","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"513","5.902454093","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"514","6.001227403","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"515","6.001227403","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"516","6.006421253","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"517","6.006421253","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"518","6.016489891","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"519","6.016489891","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"520","6.104508530","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"521","6.104508530","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"522","6.203194678","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"523","6.290588312","192.168.29.126","52.112.43.55","UDP","92","43658  >  3480 Len=50"
"524","6.203194678","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"525","6.307247423","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"526","6.290588312","192.168.29.126","52.112.43.55","UDP","94","43658  >  3480 Len=50"
"527","6.307247423","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"528","6.342118297","192.168.29.126","52.112.43.55","STUN","144","Binding Request user: PgYy:6tmg"
"529","6.342118297","192.168.29.126","52.112.43.55","STUN","142","Binding Request user: PgYy:6tmg"
"530","6.372216044","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"531","6.399615371","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"532","6.372216044","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"533","6.459205351","52.112.43.55","192.168.29.126","STUN","116","Binding Success Response XOR-MAPPED-ADDRESS: 49.36.4.131:43658"
"534","6.399615371","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"535","6.481334201","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"536","6.459205351","52.112.43.55","192.168.29.126","STUN","114","Binding Success Response XOR-MAPPED-ADDRESS: 49.36.4.131:43658"
"537","6.499874104","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"538","6.481334201","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"539","6.502999997","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"540","6.499874104","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"541","6.510422283","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"542","6.502999997","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"543","6.555814441","2405:201:1f:8bb:7481:ef58:dd6:3a02","2404:6800:4009:808::200e","ICMPv6","120","Echo (ping) request id=0x0001, seq=108, hop limit=64 (reply in 545)"
"544","6.510422283","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"545","6.568169362","2404:6800:4009:808::200e","2405:201:1f:8bb:7481:ef58:dd6:3a02","ICMPv6","120","Echo (ping) reply id=0x0001, seq=108, hop limit=119 (request in 543)"
"546","6.555814441","2405:201:1f:8bb:7481:ef58:dd6:3a02","2404:6800:4009:808::200e","ICMPv6","118","Echo (ping) request id=0x0001, seq=108, hop limit=64 (reply in 547)"
"547","6.568169362","2404:6800:4009:808::200e","2405:201:1f:8bb:7481:ef58:dd6:3a02","ICMPv6","118","Echo (ping) reply id=0x0001, seq=108, hop limit=119 (request in 546)"
"548","6.611327835","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"549","6.611327835","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"550","6.704297443","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"551","6.704297443","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"552","6.807577815","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"553","6.807577815","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"554","6.900334912","192.168.29.126","109.234.161.104","TCP","66","51714  >  80 [ACK] Seq=1 Ack=1 Win=502 Len=0 TSval=3883234746 TSecr=2426859685"
"555","6.900701696","52.112.43.55","192.168.29.126","UDP","116","3480  >  43658 Len=74"
"556","6.900702011","52.112.43.55","192.168.29.126","UDP","116","3480  >  43658 Len=74"
"557","6.910024406","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"558","6.913751486","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"559","6.918904616","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"560","6.997670754","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"561","7.022774212","52.112.43.55","192.168.29.126","UDP","116","3480  >  43658 Len=74"
"562","7.059652828","192.168.29.126","52.112.43.55","UDP","64","43658  >  3480 Len=22"
"563","6.900334912","192.168.29.126","109.234.161.104","TCP","68","[TCP Dup ACK 554#1] 51714  >  80 [ACK] Seq=1 Ack=1 Win=502 Len=0 TSval=3883234746 TSecr=2426859685"
"564","6.900701696","52.112.43.55","192.168.29.126","UDP","118","3480  >  43658 Len=74"
"565","6.900702011","52.112.43.55","192.168.29.126","UDP","118","3480  >  43658 Len=74"
"566","6.910024406","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"567","6.913751486","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"568","6.918904616","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"569","6.997670754","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"570","7.022774212","52.112.43.55","192.168.29.126","UDP","118","3480  >  43658 Len=74"
"571","7.059652828","192.168.29.126","52.112.43.55","UDP","66","43658  >  3480 Len=22"
"572","7.106516617","192.168.29.126","52.112.43.55","UDP","83","43658  >  3480 Len=39"
"573","7.106516617","192.168.29.126","52.112.43.55","UDP","81","43658  >  3480 Len=39"
"574","7.177426983","192.168.29.126","52.112.43.55","UDP","94","43658  >  3480 Len=50"
